"Iteration","Cd-Pressure ALL: Cd-Pressure ALL","Cd-Pressure HEAD-UP: Cd-Pressure HEAD-UP","Cd-Pressure HEAD-NOSE: Cd-Pressure HEAD-NOSE","Cd-Pressure HEAD-DOWN: Cd-Pressure HEAD-DOWN","Cd-Pressure HEAD-REST: Cd-Pressure HEAD-REST","Cd-Pressure MIDDLE: Cd-Pressure MIDDLE","Cd-Pressure TAIL-UP: Cd-Pressure TAIL-UP","Cd-Pressure TAIL-NOSE: Cd-Pressure TAIL-NOSE","Cd-Pressure TAIL-DOWN: Cd-Pressure TAIL-DOWN","Cd-Pressure TAIL-REST: Cd-Pressure TAIL-REST","Cd-Shear ALL: Cd-Shear ALL","Cd-Shear HEAD-UP: Cd-Shear HEAD-UP","Cd-Shear HEAD-NOSE: Cd-Shear HEAD-NOSE","Cd-Shear HEAD-DOWN: Cd-Shear HEAD-DOWN","Cd-Shear HEAD-REST: Cd-Shear HEAD-REST","Cd-Shear MIDDLE: Cd-Shear MIDDLE","Cd-Shear TAIL-UP: Cd-Shear TAIL-UP","Cd-Shear TAIL-NOSE: Cd-Shear TAIL-NOSE","Cd-Shear TAIL-DOWN: Cd-Shear TAIL-DOWN","Cd-Shear TAIL-REST: Cd-Shear TAIL-REST"
20.0,0.04294542157340813,-0.0042568562515030595,0.04641052749624093,0.007272470807220714,-0.029712891577605365,0.0010668301706712737,0.012538505379648672,-0.03500953700104298,0.009821892634501526,0.03481447991527642,0.19374261765361456,0.006182433105872192,8.223684503150887E-4,0.00903945278769774,0.01245659986921711,0.13645239243803378,0.006190737963936787,6.958623444451946E-4,0.009620231455870062,0.012282539238226595
21.0,0.04270511265158615,-0.004232024192449737,0.04631864754717417,0.0071366739941257215,-0.029620982299996355,0.001059737300903284,0.012449595205897298,-0.034743657613752914,0.009806405671929478,0.034530717037755204,0.18995936877514724,0.006095239102892809,8.207196197926162E-4,0.008880828668573714,0.01227393501560882,0.13352449734753796,0.006093461191922777,6.820590273946092E-4,0.009487466792484385,0.012101162008939586
22.0,0.042479156274615966,-0.004231770983947614,0.04627203379632566,0.007071315463181793,-0.0296166033751919,0.0010522991368294085,0.012407760559083112,-0.03465847216973969,0.009744116941907185,0.034438476906168004,0.18603465806558242,0.006010825406344436,8.198601937284597E-4,0.008716914324153969,0.012091836938591848,0.13046374917911083,0.0059976254014231355,6.692302820281425E-4,0.009346576205000713,0.011918040135200893
23.0,0.04206543043565404,-0.004318787280426344,0.04613922955746704,0.006951252979399667,-0.029626475925568697,0.0010452837814036904,0.012352255878794629,-0.03440408804827846,0.009698573079549081,0.034228186413313426,0.18204840040296055,0.005928425800989677,8.195669913040275E-4,0.008549055042472473,0.011909922677692218,0.1273496545615288,0.005902747656669622,6.569505352137898E-4,0.009198558578679312,0.011733518558410634
24.0,0.041649064378843886,-0.004405291649504279,0.046031105687825535,0.006879754436245528,-0.02967445167933076,0.0010381580685888162,0.012306587183234123,-0.0342462311307714,0.00962813170135171,0.03409130176120461,0.1780706790233763,0.005847281507524311,8.19653259914745E-4,0.008378573563723147,0.011728339395764183,0.12424920961471864,0.00580860492145954,6.450616575479385E-4,0.009045485857278034,0.011548469245445765
25.0,0.041273528029151116,-0.004524947503977718,0.04593106069020574,0.006816340289229782,-0.029746730181072108,0.0010311716820591735,0.012314740855440924,-0.03410168099254455,0.009546589500259928,0.03400698368954994,0.17415726935356718,0.005767315068812087,8.199203172767594E-4,0.008207667113478043,0.011547751728199872,0.12121223836422819,0.005715271362533343,6.335424875201109E-4,0.008889675153200263,0.011363887758318496
26.0,0.040854865278500706,-0.004689951029020824,0.04582089547709085,0.006757602942927887,-0.02983961289386621,0.0010240467168999103,0.012341983309111697,-0.033936111180958385,0.009457092352157036,0.03391891958415874,0.17034791998568277,0.0056883102397800875,8.202815864757567E-4,0.008037995787699783,0.011368990865925755,0.11827292281119076,0.005622896108854778,6.222887173669419E-4,0.008733245297731049,0.01118098857065787
27.0,0.040534378267720675,-0.004793577738727649,0.04574796638238371,0.006718327728164153,-0.029901161271174873,0.0010173194788006996,0.012367757731958568,-0.03385068949533186,0.009348313519301599,0.03388012193234632,0.1666685774450655,0.0056102646779080945,8.206512846404801E-4,0.007870967482444959,0.011192782310172723,0.11545204199937036,0.0055317233973819,6.112717908768974E-4,0.008578062202953126,0.011000812299316973
28.0,0.04007410562293825,-0.00499989291646441,0.04562680482921267,0.006660908551783848,-0.030013783032747942,0.001010200528321619,0.01240730978734587,-0.033669323349969235,0.00925717224199083,0.033794708983465,0.16313439306127944,0.005533245742338267,8.210191208557588E-4,0.007707797671007254,0.01101992393645695,0.11276034422956493,0.0054419424272935625,6.004074528121536E-4,0.008425532622133027,0.010824179858817562
29.0,0.039776649083049086,-0.005084547669212336,0.04557002589162283,0.006633568479175173,-0.030065002983565965,0.0010038389470176947,0.012426007814765846,-0.033610900183101755,0.009127332808922823,0.033776325977424776,0.15975273879803742,0.005457414881701133,8.212477807967102E-4,0.007549112381938267,0.010850760896280209,0.11020188248671571,0.005353958914516256,5.898027529030711E-4,0.008276706983963236,0.01065185171922283
30.0,0.039369004450496216,-0.00525740765726125,0.04548029729868795,0.0065959014779456045,-0.0301395761397134,9.968695761590801E-4,0.012440087681530364,-0.033442043917470375,0.009016499423628742,0.03367837670698951,0.15652680629279175,0.005382908113320494,8.214471032189303E-4,0.0073957304572331755,0.01068597802086177,0.10777688420886719,0.005267914729218548,5.793575777104383E-4,0.008132272876122905,0.010484313206238289
31.0,0.03910788738051612,-0.005305075426044882,0.04545105476768716,0.006583864778105169,-0.030166575193440674,9.905645022498595E-4,0.01243600373926113,-0.03341888409401348,0.008885065072385522,0.03365186923432631,0.15345173321283037,0.00530967541316719,8.215377096699824E-4,0.0072473984998401,0.010525259340394055,0.10548118307707945,0.0051838612476969095,5.691509534718077E-4,0.007992236354992719,0.010321430616518178
32.0,0.03853223024879086,-0.005485272491214711,0.04535943081908228,0.006533161728317522,-0.030235416028925752,9.840239762138664E-4,0.012388639103216638,-0.03326117642052439,0.008755636835777474,0.033493202726847915,0.15052617905809673,0.0052379111587696715,8.216378053919699E-4,0.007104565036955398,0.010369186087852197,0.103310919889623,0.005102020435451935,5.590616081443292E-4,0.007857119483507306,0.010163757552400923
33.0,0.03824473411523446,-0.005543602375742105,0.0453293953631437,0.006526374732904322,-0.030272273732594276,9.776905368262495E-4,0.012360436177847746,-0.03321220904409805,0.008639073598118057,0.03343984885882882,0.1477544917759136,0.005167806953705059,8.217621965842654E-4,0.0069673156128711245,0.010217994843063507,0.10126862818833196,0.005022689404196192,5.492813324740455E-4,0.00772732917004661,0.010011684074640823
34.0,0.03752063907428595,-0.005743919944973092,0.04523521826131161,0.006482654487409966,-0.030370314458537915,9.712034500915298E-4,0.012257825796594183,-0.03307238609771945,0.00851858089705765,0.033241776683051456,0.1451405305772521,0.005099622706682436,8.219536349446011E-4,0.006836242927213503,0.01007216118366303,0.09935608297916172,0.00494607265633309,5.396255086799828E-4,0.0076032059285887,0.009865563051985039
35.0,0.037087848111840085,-0.0058305372504535435,0.04519129850963779,0.0064615407049218865,-0.030424114486297005,9.650728907252759E-4,0.012182737075067935,-0.03299931975030861,0.008400692613907126,0.033140477804639246,0.14268665443415415,0.0050334809655663785,8.222335093307368E-4,0.006711331685967133,0.00993181235444047,0.09757447408029686,0.004872359581327287,5.302840352488851E-4,0.007485043805165208,0.009725634416811194
36.0,0.03672305920204055,-0.0059158385301532924,0.045149999665655124,0.006442060527109473,-0.030454529209837624,9.588816296570304E-4,0.012122783979309637,-0.032912433163680255,0.008292151135405485,0.03303998316857497,0.14039314334516795,0.004969551219720058,8.226202050348038E-4,0.006592969436833549,0.00979724226189145,0.09592275133295244,0.0048016799227722125,5.211176796806384E-4,0.0073730775997501155,0.009592133686532653
37.0,0.03618049256918949,-0.006042501808921432,0.04509682575720903,0.006425230505023025,-0.030515097612049482,9.524262372995514E-4,0.012015054248485979,-0.032814046554223014,0.008183171220910477,0.03287943057545536,0.13825796809668123,0.004907949988769655,8.230724948643933E-4,0.006481172373627549,0.009668534579541446,0.0943982595166088,0.004734117023183906,5.122090724260228E-4,0.007267505449978816,0.009465147597680641
38.0,0.03600746189006768,-0.006065486347079085,0.045086519631765416,0.006410954539944357,-0.030518491832868873,9.464716170808174E-4,0.011995412856237996,-0.03277389301862763,0.008077614624608674,0.03284835981900601,0.13627710570652574,0.004848670566921495,8.235857118868803E-4,0.006375958026095357,0.009545655492037187,0.09299676259496234,0.004669709800486726,5.035640016998818E-4,0.007168454665727453,0.009344744846708409
39.0,0.03541239440607033,-0.006206346643998094,0.04503274295479925,0.00639496374780776,-0.03057120015457475,9.402964463265158E-4,0.0118621112877471,-0.03267262046617467,0.00797594137887057,0.032656505855266645,0.13444466744620906,0.004791715200666442,8.241403619851555E-4,0.006277438445162506,0.009428632365482395,0.09171230518953219,0.004608448904408056,4.950975134191363E-4,0.0070759469742127015,0.00923094249134048
40.0,0.03527616389115654,-0.006221212104256676,0.04502690830295449,0.006379259314265221,-0.030572977396638605,9.345374483301312E-4,0.011844268487305827,-0.032632955527116966,0.007884776799424393,0.032633558566888723,0.1327539291995704,0.004737058049511708,8.246884650459709E-4,0.006185409914255929,0.00931726822204464,0.0905386247501577,0.004550294032916803,4.869401044066799E-4,0.006990001132525729,0.009123644528705252
41.0,0.03506345227169075,-0.006289179053892856,0.04500213443320113,0.006365086344757767,-0.030579332475393087,9.287747202387278E-4,0.011799922732577182,-0.03252117115649741,0.0078006494987627895,0.032556567227936505,0.1311973828615977,0.004684763225114878,8.252103108628556E-4,0.006099920756426591,0.009211594751911327,0.08946840969551102,0.004495183975840696,4.789888429874356E-4,0.006910525030896573,0.009022786272046328
42.0,0.03479421057452217,-0.006367806797956183,0.044980214161043405,0.006362431029789782,-0.030614428719947278,9.229190433282529E-4,0.011738956453565971,-0.032422189604434354,0.0077296878498478465,0.032464427159284714,0.12976743948492675,0.0046346803151131166,8.256916953540646E-4,0.006020845756699426,0.009111337596450279,0.08849478576553037,0.004443080989279475,4.713319389394094E-4,0.006837408029204646,0.00892827739835595
43.0,0.034474378206210125,-0.006453875553846161,0.04495292487450197,0.006354789436478591,-0.03065498045225065,9.172069151771895E-4,0.011667102813822154,-0.03233636830125303,0.007659484286224563,0.032368094187355485,0.12845651570075453,0.004586830376246599,8.26113789071636E-4,0.00594814890636347,0.009016391489566056,0.08761074132262786,0.0043938905497456025,4.639083431406974E-4,0.006770525140258718,0.008839965783733899
44.0,0.03416425964872505,-0.006534136062685571,0.04492541702509673,0.0063485783474947505,-0.0306956766834721,9.115540320790167E-4,0.011595154684513921,-0.03225781028812485,0.0075972382017438205,0.03227394039207932,0.127257237921555,0.00454113007229704,8.264711348054856E-4,0.005881758276951677,0.008926581689611943,0.08680957323199819,0.004347536624106337,4.5673117554800906E-4,0.006709718223434065,0.008757737492802252
45.0,0.03388670345911975,-0.006614533552398357,0.04489647172133962,0.006341146458693747,-0.03073792668770006,9.059784577282899E-4,0.011536846940794284,-0.03218183641274315,0.007544661827767679,0.03219589470563771,0.12616265372088822,0.004497528510715723,8.267552860455842E-4,0.005821604572733547,0.008841760153976206,0.08608500649078045,0.004303922259887241,4.497804699045259E-4,0.006654850154350681,0.008681445822494253
46.0,0.03362241835612188,-0.0066963913457875075,0.044867674633130204,0.00633317040526707,-0.0307807253460435,9.005062391986599E-4,0.011483131736060772,-0.03210680326699263,0.0074980865435336636,0.032123768757755154,0.12516617071930028,0.0044559661012098075,8.269641446221205E-4,0.005767595223249432,0.008761780137491858,0.08543113975840225,0.004262958142892567,4.4305029147650744E-4,0.006605772399526779,0.00861094452042896
47.0,0.03336915589555262,-0.006772653161640219,0.04484050847777369,0.006328115152593365,-0.030823498456493435,8.951349790850293E-4,0.011433669059807744,-0.0320384761193553,0.007450779067674272,0.03205557689610748,0.1242615815100322,0.004416389676546291,8.270934429021272E-4,0.0057196015545196,0.008686502693569789,0.08484249471448993,0.004224550694817392,4.36541712157535E-4,0.00656232088423302,0.00854608613679653
48.0,0.033126433545738763,-0.0068466222497018765,0.04481378362206222,0.0063220740502972295,-0.03086484649352565,8.898683791202833E-4,0.011390691713493864,-0.031972800250783556,0.007401451947344686,0.03199283282743156,0.12344305774801809,0.00437875350758442,8.271429515291231E-4,0.005677443043005044,0.00861579677636543,0.08431402247500037,0.004188605069284867,4.302565872218964E-4,0.0065243248016003995,0.008486712536426532
49.0,0.032718484316988025,-0.006955274135012548,0.04477516230209207,0.006318727719906025,-0.030934866583370486,8.846065069731893E-4,0.011310107504121274,-0.03191469373002385,0.007345261278979842,0.03188945345332251,0.12270511593926187,0.004343004590800492,8.271166439786943E-4,0.005640876943006359,0.008549530095006294,0.08384110403855383,0.004155034737278991,4.2420205255672133E-4,0.006491577595635523,0.008432669242444967
50.0,0.03262717608694456,-0.006976287799292465,0.04476568393507565,0.006311053397933319,-0.030942766667597016,8.79376364244172E-4,0.011298476074164832,-0.03186993055863323,0.007290036928556692,0.03187153441249261,0.12204249856045242,0.004309090664451521,8.270176603258944E-4,0.005609596402914059,0.008487566001700626,0.08341949474328074,0.004123750864073586,4.18383541817777E-4,0.006463819413941926,0.00838377926794629
51.0,0.03230628020438708,-0.007071175179301648,0.04472937533206124,0.0063074450604675295,-0.030990046635064054,8.744291098784742E-4,0.011237957391883383,-0.03179708948693786,0.007232093599465413,0.031783291011934604,0.12145020877798418,0.004276955901886468,8.268582539409846E-4,0.005583217320874393,0.008429785705605148,0.08304530853411847,0.004094680547243792,4.127538082959004E-4,0.006440753421825089,0.008339895284193929
52.0,0.032101949310123626,-0.007109273425769721,0.044716220842935535,0.006299574547818312,-0.031014117024563862,8.6953489772505E-4,0.011197115487012051,-0.03176161542774673,0.00717158713700948,0.03173292227570351,0.12092355164253243,0.0042465627228598386,8.266281219098286E-4,0.005561423234550202,0.008376086945633365,0.08271490411919151,0.004067719748946045,4.073648243325781E-4,0.006422077722494115,0.008300784202614946
53.0,0.031910571993500766,-0.00716169415716569,0.0446954947168974,0.006297018193713289,-0.031038267631322534,8.646547533458702E-4,0.011160618212222815,-0.031707093695404864,0.00711680461106083,0.031683036990153644,0.12045784986821402,0.004217877955084997,8.263481823198971E-4,0.005543751195088923,0.008326309242204413,0.08242494470819667,0.004042796497562707,4.021404575195925E-4,0.006407415498852558,0.008266266131384264
54.0,0.031677070842673426,-0.007218222272463767,0.044676557052652804,0.006294626682345964,-0.031068130269135314,8.59853788975116E-4,0.0111142816502814,-0.03166276653199753,0.007059187158992139,0.03162168358302262,0.1200487914702881,0.004190869144405835,8.260135578936292E-4,0.005529900301743591,0.008280343837934238,0.08217219705638666,0.004019817989875008,3.971167343086763E-4,0.006396432543194382,0.008236100304546091
55.0,0.03140728446695028,-0.007272262753985005,0.04465756285160422,0.006292025536336792,-0.031098264965236606,8.551504448339438E-4,0.011055232642843235,-0.03162787763786024,0.006996679337619487,0.03154903901079444,0.11969203310760189,0.004165474766216958,8.256365065323369E-4,0.005519456402030447,0.008238040196521296,0.08195359280798004,0.003998717193627388,3.9228052652603274E-4,0.0063887492059696,0.008210085502197793
56.0,0.03107737418990993,-0.007325016869916823,0.04463970882766364,0.006288400865947179,-0.03112903239584175,8.505299518678187E-4,0.010973150975760824,-0.03160842113364361,0.006931146597291481,0.03145690737078117,0.11938343535390677,0.0041416433744697525,8.252240152801502E-4,0.005512058287702247,0.008199245321944201,0.08176620344887854,0.003979421311402387,3.876302274215045E-4,0.006384012008672642,0.008187997358135343
57.0,0.030772788403686295,-0.007374769156263356,0.04462116851539216,0.006285020185218836,-0.031160868439409652,8.459830121385378E-4,0.010901706950776658,-0.03158526454398423,0.006863310993549304,0.03137650088626803,0.11911902621035336,0.004119323334087199,8.247845394041577E-4,0.005507352808161161,0.008163803178486771,0.0816072653983359,0.0039618565260864215,3.8316309863653747E-4,0.006381875012458341,0.008169602314696872
58.0,0.030499945832392114,-0.007417848990260824,0.044604617056555974,0.006281961528894858,-0.031185417623996955,8.415061749714031E-4,0.010837281453643993,-0.03156338410661843,0.006797200507955351,0.03130402983124674,0.11889507058586861,0.004098468924096223,8.243239235763752E-4,0.0055050205976886445,0.00813155590039023,0.08147420168604069,0.003945947133501109,3.7888035165678784E-4,0.006382013783870044,0.008154658285048504
59.0,0.030239959300870995,-0.007454774830301024,0.044590526171310284,0.0062788613444847785,-0.03120524440346945,8.37116007190678E-4,0.01077424905272401,-0.0315438580971289,0.0067301177775484266,0.03123296627851219,0.11870799861936011,0.004079025928541725,8.238466896823305E-4,0.005504761565489714,0.008102337186989106,0.08136459365909567,0.00393162427722755,3.7476846848316983E-4,0.006384114350131978,0.00814292649371889
60.0,0.02996120286739236,-0.007489867417874215,0.04457740491009548,0.006275421500178079,-0.031223827597555237,8.328390633436157E-4,0.010702617168147271,-0.03153096893722495,0.00666474117219812,0.0311528430060842,0.11855443649662496,0.004060946295328765,8.23358345117185E-4,0.005506302194761173,0.008075977717803046,0.08127616280643454,0.00391881364727355,3.7081977978723114E-4,0.0063878933434902705,0.008134162366629208
61.0,0.029715033145670183,-0.007518503231308161,0.044566460713897894,0.006273132315507609,-0.031237931053211838,8.28655790260864E-4,0.010637645481888352,-0.031518222745355484,0.006604122943382527,0.031079672930608426,0.11843115802739,0.004044179093252763,8.228624563122707E-4,0.005509392841730074,0.008052304427622819,0.08120673038171129,0.0039074451330303565,3.6703049647023007E-4,0.00639308720916665,0.008128125988093551
62.0,0.029540581369004736,-0.007539587073805848,0.044557472850291505,0.006270398560391543,-0.031247409934347572,8.244625504038697E-4,0.010593454747488207,-0.031501170593598304,0.006551973724684695,0.031030986537496644,0.11833508166022984,0.004028671512851811,8.223613188903442E-4,0.005513811998825121,0.00803113635617669,0.08115421726682548,0.003897451101437695,3.6338917279119773E-4,0.006399454915794703,0.00812458801663681
63.0,0.029283386990506286,-0.007574875320015705,0.04454379077701411,0.006268303650312411,-0.03126508383941375,8.206020644401282E-4,0.010528212166517649,-0.03148948499049289,0.0064946043770715105,0.030957318105072823,0.1182632960863113,0.004014369696196801,8.218598451189754E-4,0.005519347820383041,0.00801228327293136,0.08111664813190286,0.003888772913868879,3.59891482785175E-4,0.006406791663113046,0.008123331260011149
64.0,0.029003416268276384,-0.007606520340449086,0.04453419074006994,0.006266232574427509,-0.03128366231300294,8.167709003037904E-4,0.010453168351661582,-0.03149610687082623,0.006442467215454439,0.030876876010637374,0.11821300473386032,0.004001226559617246,8.213550368235445E-4,0.005525829945734853,0.007995581558486241,0.08109211885429456,0.003881324374426953,3.56547374002717E-4,0.006414907691070976,0.008124113339403233
65.0,0.02877280457158991,-0.007631795514746301,0.044524610969967605,0.006264101100165727,-0.031296075859207,8.130486191009014E-4,0.0103903580120192,-0.03149728560258573,0.006394775328058857,0.030811067518816643,0.11818176668677534,0.003989173604283988,8.208536299705022E-4,0.005533110234406219,0.007980801954910403,0.08107900012945496,0.003875073614458729,3.533380127472971E-4,0.006423649697921435,0.008126765808621822
