1,0.57587738,-0.276003027,-0.186534772,-0.186760468,0.642205761,-0.212126271,0.971474033,0.010631235,0.09745731,-0.44908223,-0.470285535,0.240198529,0.623504588,0.1341902374098163,-0.00018173045027423547
2,0.068207027,0.798292711,-0.872445657,-0.753113512,0.060438375,0.629999404,-0.972774654,0.271502445,-0.504208067,-0.742827168,-0.736792408,-0.523714406,0.516725959,0.1343382739206188,0.0010354951948203606
3,0.306670829,-0.537046876,0.012852311,0.387478016,-0.254687347,-0.329289907,-0.685111495,-0.042627661,-0.898592935,0.903044337,0.341767466,0.221393693,-0.235056212,0.13359650796696965,-0.002133680271206869
4,-0.467922288,0.290858404,-0.095883551,-0.321010695,0.539681195,0.525015809,0.122386327,-0.193565261,-0.723869156,-0.855663387,-0.213669514,0.63887049,-0.580454181,0.13371921437948753,-0.0006988900842114811
5,-0.643919599,0.452157435,-0.535812083,0.682640778,0.845047825,0.137827772,-0.2829391,-0.421151752,0.790701239,0.97595137,0.725287124,0.739508234,-0.776445807,0.13413311025033237,-0.0010690025888624457
6,-0.092901246,0.374609937,0.358675289,0.291296665,0.116535335,0.840374392,-0.078127728,0.849185458,-0.55376982,-0.834551412,-0.037095678,0.376639842,-0.181569655,0.133553481182306,-0.00164986052000359
7,-0.033002079,-0.083626623,0.204307532,0.463078964,-0.939085486,-0.255425749,0.239576617,0.677760082,-0.11837393,0.308187322,-0.985882021,0.140960293,0.092049933,0.13383892707313466,-0.0018952871821721685
8,0.458513173,0.662559423,-0.334606613,0.139112948,-0.121182725,-0.522515093,0.057200096,0.331548843,0.06703406,-0.051157431,-0.278544138,0.590116039,0.974056987,0.13458219930300236,-0.0010461904671426518
9,0.103005284,-0.873212588,0.652360091,-0.416906363,-0.218266803,0.729644356,-0.068462383,-0.752470452,0.47114118,-0.577157766,0.848191275,-0.344937004,0.153955532,0.13365559548695766,-0.0025040935306624074
10,-0.301771582,0.694055283,0.245695998,-0.676469271,0.760681432,-0.96997398,0.770572298,-0.798494197,0.849299154,-0.658012336,0.192705564,-0.760705856,0.324761394,0.1339510781523587,-0.0011604222898556223
11,0.858383026,0.579469004,0.820104744,0.35482842,-0.045881066,-0.853281173,-0.876660629,-0.858238,0.574312069,0.679968678,0.944779235,-0.784030156,0.720954702,0.13439940011379561,-0.0028547039043593687
12,-0.834737209,-0.761259182,-0.293774632,0.74089502,-0.90248652,0.189971426,0.599222814,0.798343404,-0.233591011,-0.530476337,-0.144732795,0.914828958,-0.967488144,0.13363595401435643,-0.002011606264705334
13,0.695539114,0.172244646,0.578870404,-0.789076415,-0.346526064,-0.073640004,0.182292104,0.179093829,0.358152013,0.27246555,-0.379748623,-0.995683342,-0.728235103,0.13388501958524374,-0.001955449739354911
14,-0.378844508,0.926073736,-0.566348779,-0.12344508,-0.458201612,-0.73108657,-0.393740885,-0.505359197,0.933309432,0.181273365,-0.897741982,-0.280918177,0.001990306,0.13403168001881954,-0.00029238412844390067
15,0.65022269,-0.405130213,0.719139395,0.995620805,0.420488117,-0.605165477,-0.551982448,0.950668191,0.708229037,-0.936286183,-0.599451424,-0.153529505,0.786681361,0.13430621493773826,-0.0005195481520383632
16,0.225255745,-0.923342021,0.848084476,-0.918689674,-0.703824215,-0.088774182,-0.732614391,-0.611777866,0.155841776,0.093281724,0.794445873,-0.042758464,-0.433341452,0.13383754694818883,-0.002242324677088925
